,id,name,source-bucket,external
29,c3d9b46b-fbdb-4e54-8414-6bbc6d912b1f,behavior_716325_2024-05-29_10-33-32_sorted-opto_2024-09-11_22-32-12,,
30,cb809aed-7e90-4022-8dad-62f06cc2051c,ZS061_2021-03-29_17-48-18_nwb_2025-08-14_10-55-51,aind-open-data,True
31,2df57944-a8f7-497f-9856-69ee0a86000f,behavior_758018_2025-03-21_11-00-31_sorted-opto-bp_2025-04-23_03-35-36,,
32,6a418380-5297-4960-827f-6c8ed34ba0e0,behavior_717263_2024-07-23_11-42-01,aind-private-data-prod-o5171v,True
33,6a4a5a2e-2e43-48c9-ad9f-285b2854d70a,ZS061_2021-04-08_18-01-30_nwb_2025-08-14_10-55-51,aind-open-data,True
34,732b9a07-96b3-47ab-bb27-9cbc9a2303e2,behavior_758017_2025-02-06_11-26-09_sorted_opto_bandpass_2025-02-18_06-39-03,,
35,9c900d83-1072-4009-8290-43fd11f2fcb1,ZS060_2021-03-22_16-25-00_nwb_2025-08-14_10-55-50,aind-open-data,True
36,db4920d5-d51c-4fa4-b4c7-564478119b28,behavior_717259_2024-06-28_11-17-19,aind-private-data-prod-o5171v,True
37,de4beb37-4182-43c9-9b67-ad0e3bc87e72,ZS062_2021-04-04_18-59-47_nwb_2025-08-14_10-55-50,aind-open-data,True
38,ec4a821e-fa51-41e4-93c5-4127f1cb0bb3,ZS060_2021-04-21_19-23-52_nwb_2025-08-14_10-55-50,aind-open-data,True
39,471c2c72-1a5f-45d2-b097-a18c098c00ef,ZS059_2021-04-08_15-53-36_nwb_2025-08-14_10-55-51,aind-open-data,True
40,971bf14f-4968-4d1f-bb8f-403dfcc8f783,ZS061_2021-04-10_18-01-14_nwb_2025-08-14_10-55-51,aind-open-data,True
41,f08f3ec8-223c-4f2e-9e5b-59e2e2efb3f2,ZS061_2021-03-16_15-30-00_nwb_2025-08-14_10-55-51,aind-open-data,True
42,407bef32-d1af-4c1e-843a-eafd3549e761,ecephys_713854_2024-03-08_15-43-01,aind-ephys-data,True
43,72888a8a-820a-4b35-b6cd-fd0e7a1ed349,784806_stan,,
44,74b05cc9-d29d-48f3-b309-57d5b7c57bab,ZS059_2021-04-25_16-22-31_nwb_2025-08-14_10-55-51,aind-open-data,True
45,b3b7f2af-1f45-4ffa-a974-9f0474b975be,ecephys_713854_2024-03-08_16-20-33,aind-ephys-data,True
46,d647e1b6-7bc9-478f-ab0c-24d349d087af,716325_stan_results,,
47,02de20a5-f81b-4fcc-92b0-9ec386807ac9,717121_stan_results,,
48,3b394b5c-e8aa-4c23-815e-fcabf2df09b6,ZS062_2021-05-04_14-29-20_nwb_2025-08-14_10-55-50,aind-open-data,True
49,6488efdd-ba29-4dca-b040-389e8566e917,behavior_751181_2025-02-25_12-12-30_sorted-opto_bp_2025-03-12_05-05-46,,
50,c32a4c83-b553-42f1-8a10-ee55c5e3e0c4,ecephys_713854_2024-03-08_14-54-25_processed_2025-04-03_07-23-06,aind-scratch-data,True
51,c8d71ede-4701-4600-8e67-ac4b97bc7fff,behavior_752014_2025-03-27_12-03-19,aind-private-data-prod-o5171v,True
52,17f5047e-a8ed-4013-a04b-ef0c49c8ef2d,behavior_761038_2025-04-15_10-25-11_sorted_curated_2025-05-28_20-55-32,aind-scratch-data,True
53,19d0a2b8-0dd6-450d-bf7a-ef5b54769e25,behavior_785956_2025-05-23_13-45-21_sorted_curated_2025-07-08_16-40-47,aind-scratch-data,True
54,48e04ff2-1fe1-4bb5-be40-e9570b3b3d15,ZS062_2021-04-20_18-23-52_nwb_2025-08-14_10-55-51,aind-open-data,True
55,603bf868-2159-4f74-9aee-e0a54d3da46b,ecephys_684930_2023-09-28_12-44-15_sorted_opto_updated_2025-04-18_23-03-08,,
56,6a79f315-8bea-4100-a20d-f049537619af,behavior_751004_2024-12-19_11-50-31,aind-private-data-prod-o5171v,True
57,bf662e03-2a95-46ff-8933-b4dc86f30424,ZS060_2021-04-07_15-21-40_nwb_2025-08-14_10-55-50,aind-open-data,True
58,d330c095-44b6-43bf-bf8e-eaf435bea9e9,behavior_751181_2025-02-27_11-24-47_sorted_curated_2025-03-25_22-37-19,aind-scratch-data,True
59,18dbd90f-b08c-4e47-bef5-1d2c67198958,behavior_739977_2024-10-24_12-58-26,aind-private-data-prod-o5171v,True
60,88f28923-3a26-48a3-8286-3bcf8cfa76bd,behavior_763590_2025-05-02_11-07-09_sorted_curated_2025-07-08_05-19-34,aind-scratch-data,True
61,b4263e0d-c566-440e-9f82-f617b46adcd4,behavior_758017_2025-02-05_11-42-30,aind-private-data-prod-o5171v,True
62,0be05e63-c599-44df-8616-55517cc0b112,behavior_724172_2024-10-01_11-20-11_sorted-opto_2024-11-06_03-55-43,,
63,286ebf43-b05d-48fe-b751-b49f51612ead,behavior_717259_2024-06-28_11-17-19_sorted-opto_2024-07-20_04-24-06,,
64,a13b3a48-8875-4499-b936-fce9a9e87342,behavior_754897_2025-03-12_12-23-09_sorted_curated_2025-03-25_22-33-24,aind-scratch-data,True
65,e92b86d9-1780-4a1f-8b61-cd2ca2de0fce,ZS059_2021-04-10_15-55-11_nwb_2025-08-14_10-55-50,aind-open-data,True
66,ece7339e-7597-4e6c-86f8-ef6803065b6f,behavior_784803_2025-07-03_13-55-13_sorted_curated_2025-10-20_16-32-38,aind-scratch-data,True
67,3cb3978b-a7d4-49ec-bc7e-8add72513bb6,ecephys_713854_2024-03-08_15-43-01_sorted_opto_updated_2025-04-18_22-44-10,,
68,4b45e774-69a9-41ed-87f5-959375bd3875,ZS061_2021-04-14_16-04-22_nwb_2025-08-14_10-55-51,aind-open-data,True
69,8bcb9868-218e-44e8-8e74-76b640e84427,behavior_752014_2025-03-28_11-04-56,aind-private-data-prod-o5171v,True
70,a87270c0-16f7-4f7d-b086-1c9feacb00fc,behavior_758017_2025-02-06_11-26-09,aind-private-data-prod-o5171v,True
71,daf6a1cf-87e5-4dc9-a975-4a98e47572d9,ZS061_2021-03-22_17-35-53_nwb_2025-08-14_10-55-51,aind-open-data,True
72,6df5d1fa-16bf-407d-961d-3515046271a0,behavior_716325_2024-05-30_11-33-46,aind-private-data-prod-o5171v,True
73,b39e7acd-a307-400e-a69e-ef8bf5bcf678,behavior_717121_2024-06-13_12-16-06,aind-private-data-prod-o5171v,True
74,dc897c0c-fc14-4628-bd46-3b95a680b3dd,LCNE_neuropixels_alignment_han_20250916,,
75,e5883ec4-db96-4719-8471-3694900283d5,behavior_763590_2025-05-01_10-59-18_sorted_curated_2025-07-07_14-00-06,aind-scratch-data,True
76,ee07aeb0-4de5-45de-b98e-1e35fda85c9f,ZS060_2021-04-08_16-55-35_nwb_2025-08-14_10-55-51,aind-open-data,True
77,f4b9891c-5dae-428e-88ec-984d8e316dfc,behavior_717121_2024-06-16_11-39-34_sorted-opto_2024-08-14_16-17-53,,
78,e60c936f-b0fb-4927-802c-7623603bdcf3,behavior_754897_2025-03-13_11-20-39_sorted_curated_2025-03-25_22-58-55,aind-scratch-data,True
79,eef4683c-0606-4761-a8b0-9cfaaaa99f9b,ecephys_717120_2024-03-06_12-54-27,aind-ephys-data,True
80,3eb635de-dfa7-43c0-bddd-2fcbfe3cd96f,ZS062_2021-03-26_18-45-54_nwb_2025-08-14_10-55-51,aind-open-data,True
81,4699a15c-c8a7-47ab-b288-2a5768530d16,ecephys_687697_2023-09-15_11-30-06,aind-ephys-data,True
82,1cc50ea6-a47a-4385-a1f6-0c7a435d5f78,behavior_751766_2025-02-11_11-53-38_sorted_curated_2025-02-28_03-49-34,aind-scratch-data,True
83,6d95a3b7-0e7c-488d-b249-cb2f83fb0307,behavior_784803_2025-07-02_13-41-41,aind-open-data,True
84,0f971db1-d724-4b9e-9933-34b5a153fffd,ZS062_2021-04-15_17-52-49_nwb_2025-08-14_10-55-51,aind-open-data,True
85,4cb78036-9629-4ddd-b51f-5df9cbd982cd,754897_annotation_2025-09-16_09-03-00,,
86,902891f6-f5d9-485f-a4cd-af6c9083e3f6,ZS061_2021-04-03_18-50-29_nwb_2025-08-14_10-55-51,aind-open-data,True
87,a0d213c7-4027-4f16-abdf-ce8e04231e1a,alignment_zs_test_2025-11-09_11-29-00,,
88,2ecfbc7e-cf6e-4dc5-8886-bf4e97560459,behavior_785956_2025-05-20_14-15-13_sorted-opto-bp_2025-06-18_09-29-37,,
89,35ac77ae-aaef-4ce6-a4e0-0b9dea6f7cdb,785956_stan_model,,
90,5a88bc36-e0e0-4f97-b419-d4fb75ea390e,ZS060_2021-03-30_16-13-03_nwb_2025-08-14_10-55-51,aind-open-data,True
91,ab0e1a86-24ba-4339-87b7-94850ac1569a,ZS060_2021-04-04_16-30-00_nwb_2025-08-14_10-55-51,aind-open-data,True
92,dbdddb61-86a4-4470-b6c0-ae2d8b415716,behavior_784803_2025-07-01_13-58-26_sorted_curated_2025-09-19_07-56-19,aind-scratch-data,True
93,26d44b97-bf08-4afa-a7d5-80f01da4526b,ZS059_2021-03-31_14-32-51_nwb_2025-08-14_10-55-51,aind-open-data,True
94,2d28ccd9-48ab-429e-92ef-7723135ee306,behavior_716325_2024-05-31_10-31-14,aind-private-data-prod-o5171v,True
95,32df97b8-c759-4ae8-bfe1-371111655e32,merfish_result_04062026_1103am,,
96,cdd974b2-7934-42cb-aedb-e6d65791678d,behavior_781166_2025-05-15_14-20-48_sorted-opto-bp_2025-06-18_11-49-24,,
97,cfcfd6a2-0385-40c6-985d-937b6928adcb,SmartSPIM_751766_2025-04-08_17-56-45_ibl-converted_2025-09-08_14-17-00,,
98,f7daeae3-a1bc-46a7-a2bf-cafda9d16584,behavior_758018_2025-03-21_11-00-34_sorted_curated_2025-05-28_10-48-15,aind-scratch-data,True
99,17acbbc8-35e6-499d-b27f-1a21812f4070,behavior_714116_2024-08-29_11-46-43_sorted-opto-bandpass_2024-08-30_19-45-29,,
100,61a640ca-5e83-4471-9a96-a48cb70a00ab,ZS060_2021-04-11_16-41-30_nwb_2025-08-14_10-55-50,aind-open-data,True
101,65587dca-4008-4b43-afd4-0c9968cf07c1,ZS059_2021-04-28_14-00-12_nwb_2025-08-14_10-55-51,aind-open-data,True
102,a2933605-ba7e-44b1-b9c9-8fe82a89cf58,ZS062_2021-03-25_18-44-20_nwb_2025-08-14_10-55-50,aind-open-data,True
103,ab423243-e16a-42cf-a87f-3b59ee85bc05,ZS060_2021-04-14_18-15-27_nwb_2025-08-14_10-55-50,aind-open-data,True
104,bde95604-9cb4-4e1d-ae90-fc76dcc69ce4,behavior_751181_2025-02-26_11-51-15_sorted-opto_bp_2025-03-12_04-26-09,,
105,c30c8a5b-3dff-4c18-bda9-7b9b61def44e,ecephys_713854_2024-03-05_13-01-09_processed_2025-04-03_06-12-55,aind-scratch-data,True
106,c48aa4c6-b48f-42ed-8558-939e11d688fa,ecephys_684930_2023-09-28_11-45-27,aind-ephys-data,True
107,8d3b3140-510d-4be5-a87b-8a6e8ce86695,ZS062_2021-05-01_19-48-01_nwb_2025-08-14_10-55-50,aind-open-data,True
108,97aa0ae1-ec1a-4353-9c3e-6a72fcb8d2cd,ZS059_2021-04-14_14-51-04_nwb_2025-08-14_10-55-50,aind-open-data,True
109,a4dae472-9a9b-4bd7-a920-9691a69869dc,behavior_751769_2025-01-17_11-37-35,aind-private-data-prod-o5171v,True
110,b98dfeed-1b98-487c-b269-7a005e9c80fa,behavior_761038_2025-04-18_12-37-37_sorted-opto-bp_2025-04-23_03-56-45,,
111,d4a291cd-4476-403e-8b0c-98db33114ff4,behavior_751181_2025-02-25_12-12-35_sorted_curated_2025-03-20_21-27-08,aind-scratch-data,True
112,0c896ba2-542a-46f7-bd62-5ee0892518f2,behavior_782394_2025-04-24_12-07-34_sorted_curated_2025-07-07_21-55-27,aind-scratch-data,True
113,33df9c9a-382b-4692-ae49-28b87d5863f4,behavior_751766_2025-02-14_11-37-11_sorted_opto_bandpass_2025-02-18_07-14-15,,
114,353fb0f0-d70f-4efd-8ae2-e14ca36cccf1,behavior_791691_2025-06-27_13-54-27,aind-open-data,True
115,39c8d83e-9465-4c99-8385-1c58c372a465,ecephys_785746_2025-07-30_16-29-33,aind-open-data,True
116,c70d1891-6bdd-4352-a8a1-a7150d456a82,ZS059_2021-04-05_14-33-48_nwb_2025-08-14_10-55-51,aind-open-data,True
117,cb1c4efd-f6bc-416f-b38b-2eef13acce70,behavior_751004_2024-12-19_11-50-37_sorted-curated_2025-01-28_17-10-46,aind-scratch-data,True
118,1ee49688-0442-4059-8a5e-e323cb19554a,behavior_782394_2025-04-22_10-53-28_sorted_curated_2025-07-08_05-17-37,aind-scratch-data,True
119,5cd47e9c-74ee-485a-891f-81500e8b82a4,ecephys_791004_2025-07-02_12-18-03,aind-open-data,True
120,83cd992b-c9e8-4600-9524-612aad4bff16,ecephys_713854_2024-03-05_13-31-20_processed_2025-04-03_05-59-41,aind-scratch-data,True
121,aa088596-dd34-40fc-846d-48d10b3da29f,behavior_752014_2025-03-27_12-03-59_sorted_curated_2025-05-28_20-08-20,aind-scratch-data,True
122,ad088c27-0c9d-4aae-ab99-125ba41edd47,ZS062_2021-05-05_16-34-46_nwb_2025-08-14_10-55-51,aind-open-data,True
123,2c79f560-10b9-4b5d-966f-e964124145be,ZS062_2021-03-29_18-50-00_nwb_2025-08-14_10-55-51,aind-open-data,True
124,80bed534-acda-40c9-b5a7-afba77b3e8d0,behavior_758017_2025-02-07_14-11-05,aind-private-data-prod-o5171v,True
125,1ed9b960-fb72-4b0a-8d08-12e0a287fe2c,761038_stan_model,,
126,5afeea2c-b628-4a17-8905-b48d0b903e34,behavior_791691_2025-06-25_14-06-10_sorted_curated_2025-09-19_07-58-39,aind-scratch-data,True
127,5b7e4a84-e4af-4b0a-9953-7867e5efa68d,ZS059_2021-03-26_13-52-11_nwb_2025-08-14_10-55-50,aind-open-data,True
128,a3cc4192-2fe9-4393-b4a8-f2c65a4a295f,ZS061_2021-04-07_16-47-22_nwb_2025-08-14_10-55-50,aind-open-data,True
129,cb6f25c5-675b-4f4a-a8f3-b6eeb5be6ac3,behavior_758018_2025-03-19_11-16-44_sorted_curated_2025-05-27_22-01-01,aind-scratch-data,True
130,cd2c5c47-1975-4814-87ee-c04c78f61d52,ZS060_2021-04-27_16-21-43_nwb_2025-08-14_10-55-51,aind-open-data,True
131,06f9e31c-988c-40a7-8372-1c86f356bde7,ZS059_2021-04-09_15-53-45_nwb_2025-08-14_10-55-51,aind-open-data,True
132,3c454c46-7892-431d-a22e-a6a3785fb0c8,behavior_751769_2025-01-16_11-32-05_sorted_curated_2025-02-28_20-33-46,aind-scratch-data,True
133,43dacf59-8c2c-4421-8f1b-5187a0937d63,ecephys_791004_2025-07-01_12-05-51_sorted-opto-bp_2025-09-27_01-37-48,,
134,5b1d15eb-cecf-4f44-b2e0-7f5f7cc2e1c5,ZS059_2021-04-15_15-29-28_nwb_2025-08-14_10-55-51,aind-open-data,True
135,910d7af6-2894-403b-aa6b-5e1ca817d73f,ZS059_2021-04-06_14-30-26_nwb_2025-08-14_10-55-51,aind-open-data,True
136,afcb6aae-88ac-46b6-8721-29f879fe6f6e,ZS062_2021-04-27_19-23-36_nwb_2025-08-14_10-55-51,aind-open-data,True
137,f7a73a14-6ece-415c-b291-fe69074e0914,ZS060_stan_model,,
138,0bfaebe6-12fa-4832-8dd5-404863c53fd1,ZS062_2021-05-11_20-10-59_nwb_2025-08-14_10-55-51,aind-open-data,True
139,63aa59f2-0944-4f1f-aa84-7cad8904fc8f,behavior_752014_2025-03-26_11-18-57_sorted_curated_2025-05-30_16-33-11,aind-scratch-data,True
140,7f70d422-f917-422b-8a4d-b2ef9479824c,behavior_784806_2025-06-20_13-39-16_sorted_curated_2025-09-19_08-10-10,aind-scratch-data,True
141,c3002882-27fe-4b43-9c95-b5376816c7ce,behavior_751766_2025-02-15_12-08-11_sorted-opto-bp_2025-10-22_03-36-09,,
142,cf507273-9d66-40d2-b3b4-1222c2138975,behavior_781166_2025-05-16_14-16-29,aind-open-data,True
143,74177a0b-fb0e-449f-b23d-0e7cbb281866,behavior_791691_2025-06-26_13-39-22,aind-open-data,True
144,ce657082-bdc7-494b-830e-8c49c620fe91,behavior_781166_2025-05-13_14-04-22,aind-open-data,True
145,e60c72d5-878f-4240-95dd-66e2d102e96a,ZS062_2021-05-10_19-15-51_nwb_2025-08-14_10-55-50,aind-open-data,True
146,490303d7-a5d3-47ee-af11-51d1e548790b,behavior_739970_2024-10-15_10-04-12_sorted-opto_2025-01-04_05-22-59,,
147,b22d2813-adba-45a1-84cb-18c4405278c2,ZS060_2021-03-23_15-15-00_nwb_2025-08-14_10-55-51,aind-open-data,True
148,c9035fb1-1ed6-4bc4-aa16-7365cbf1a99b,ecephys_713854_2024-03-08_15-43-01_processed_2025-04-03_08-00-01,aind-scratch-data,True
149,d6e3cc10-a32c-4deb-933b-56de547738f6,ZS060_2021-04-29_15-15-00_nwb_2025-08-14_10-55-51,aind-open-data,True
150,1a1d2f68-72a5-4b62-acab-41dfd94f9b7f,behavior_758017_2025-02-07_14-11-05_sorted_curated_2025-02-25_13-38-58,,
151,1d385e14-4b79-4113-9ae9-2ea259f62045,ZS061_2021-03-20_18-03-26_nwb_2025-08-14_10-55-51,aind-open-data,True
152,4f36eadc-b2f7-4c43-9dfc-237bb385c709,ecephys_713854_2024-03-08_17-15-58_processed_2025-04-03_06-23-02,aind-scratch-data,True
153,a6ae48e9-d1a4-4ffb-a474-cdcb655e680a,behavior_784806_2025-06-18_13-39-50_sorted_curated_2025-09-19_07-50-12,aind-scratch-data,True
154,f0f0961a-0102-46dc-98d8-9f8f119a4f32,ZS062_2021-04-03_20-26-34_nwb_2025-08-14_10-55-51,aind-open-data,True
155,1912fa41-afe7-43a9-aff3-8b505bd4fc9b,ecephys_691893_2023-10-06_13-48-18_sorted_opto_updated_2025-04-18_23-15-04,,
156,93fbbafc-5963-41ff-a0c5-83c54aae5257,behavior_785956_2025-05-20_14-15-19_sorted_curated_2025-07-08_15-54-26,aind-scratch-data,True
157,9f16e692-291d-4d05-a1d2-fea4b0cc46de,behavior_761038_2025-04-15_10-24-57,aind-private-data-prod-o5171v,True
158,3253d0d2-7b36-4587-8926-8a97a32b8579,behavior_751766_2025-02-13_11-31-21_sorted_curated_2025-02-28_04-20-35,aind-scratch-data,True
159,09f595bb-8fbe-41d9-89ab-edcbc83585c8,ZS060_2021-03-21_16-15-00_nwb_2025-08-14_10-55-50,aind-open-data,True
160,2ed4ad10-3e60-4bef-8496-09fdabe0cb14,ZS060_2021-03-31_15-45-00_nwb_2025-08-14_10-55-50,aind-open-data,True
161,414a1912-d365-465a-83e0-f613c95c0c70,behavior_751004_2024-12-23_14-19-57,aind-private-data-prod-o5171v,True
162,478c9648-c97c-4618-9c75-15293beba358,ZS059_2021-03-24_14-22-04_nwb_2025-08-14_10-55-51,aind-open-data,True
163,2f155bd2-0e5d-4e70-a35c-a1d696167f34,ZS062_2021-04-28_17-53-01_nwb_2025-08-14_10-55-51,aind-open-data,True
164,e08f98e9-7319-4aa1-993e-e28e69604f5b,behavior_751769_2025-01-16_11-31-52,aind-private-data-prod-o5171v,True
165,378152f4-3879-488d-a294-4a4cd289e8a4,ecephys_713854_2024-03-05_13-31-20_sorted_opto_updated_2025-04-18_21-45-15,,
166,43a477bd-1136-4db6-8b96-3195a358a9af,behavior_791691_2025-06-27_13-54-27_sorted-opto-bp_2025-08-09_02-24-05,,
167,bbaf2923-5406-48f7-8ca5-edc1805a8c37,behavior_758018_2025-03-20_11-53-05_sorted_curated_2025-05-28_20-36-18,aind-scratch-data,True
168,cb9d126f-57f3-43b5-b7fc-2156b4877e8f,ZS061_2021-04-22_16-25-00_nwb_2025-08-14_10-55-50,aind-open-data,True
169,dac33b44-8c5d-42b9-bc1f-aa9850f7823e,behavior_717259_2024-06-25_10-08-39,aind-private-data-prod-o5171v,True
170,0173b68a-1438-4e77-b44b-1d133af4247e,behavior_791691_2025-06-25_14-05-48_sorted-opto-bp_2025-07-14_11-15-52,,
171,1a3dc614-6daa-42a8-8dc5-1e81802d31ee,ZS060_2021-03-24_15-40-00_nwb_2025-08-14_10-55-51,aind-open-data,True
172,c1af123f-8c59-4fb6-b0bd-ab4209878a94,ZS062_2021-05-06_15-46-14_nwb_2025-08-14_10-55-50,aind-open-data,True
173,6ead8519-1ac1-4fff-b0ce-b1a9e14f6959,ecephys_687697_2023-09-15_12-36-06_sorted_opto_updated_2025-04-18_23-16-21,,
174,81a65bd6-2fb5-4e92-b5f2-5f107f64b66e,behavior_758018_2025-03-21_11-00-31,aind-private-data-prod-o5171v,True
175,aa75deb4-3218-4575-bdda-4ecc79791998,behavior_751766_2025-02-14_11-37-11_sorted_curated_2025-02-28_04-06-38,aind-scratch-data,True
176,f4789d2c-f5fa-481c-ac39-9e17eeea8888,ZS062_stan_model,,
177,1c088c3b-9448-4154-8fa2-11951c98cd35,behavior_751766_2025-02-11_11-53-32,aind-private-data-prod-o5171v,True
178,284c0873-ca42-4ba8-844a-65282bc7bb6d,behavior_717263_2024-07-25_09-57-52_sorted-opto-bandpass_2024-09-08_18-02-47,,
179,6a851057-6523-446c-8108-e57924bdca92,behavior_758017_2025-02-04_11-57-33_sorted_opto_bandpass_2025-02-18_05-10-02,,
180,77289b98-7be2-4603-9d96-57b0bffaad72,behavior_716325_2024-06-01_09-25-37,aind-private-data-prod-o5171v,True
181,8b6c5583-5a2e-48f2-ba48-168045589ece,ZS062_2021-03-27_19-15-29_nwb_2025-08-14_10-55-51,aind-open-data,True
182,968b9a8e-b85c-46d0-aabc-4c7a5eff4a03,behavior_714116_2024-08-29_11-46-43,aind-private-data-prod-o5171v,True
183,c22f4d4e-12aa-4ad1-82ed-1301c279c270,behavior_758017_2025-02-04_11-57-33_sorted_curated_2025-02-25_12-16-48,,
184,07a49cd1-d22b-4fc3-bb22-6cc196bc40f2,ZS060_2021-04-09_17-07-51_nwb_2025-08-14_10-55-51,aind-open-data,True
185,e45c0cf4-b7a0-4dec-9e47-7a994ae6c157,behavior_763590_2025-05-01_10-59-16_sorted-opto-bp_2025-06-18_10-08-46,,
186,31745c8b-8315-4ead-bc29-7ef7cbf06255,758017_stan_model,,
187,84095ea6-bd98-41d0-9584-ee4af63ec3ff,ZS062_2021-04-22_17-18-06_nwb_2025-08-14_10-55-51,aind-open-data,True
188,aad27cc0-de61-4fd4-b4db-6cff995bcc88,ZS060_2021-04-01_15-30-00_nwb_2025-08-14_10-55-51,aind-open-data,True
189,bc671ca5-3665-46fb-92ca-ff946a6dffc8,behavior_716325_2024-05-30_11-33-46_sorted-opto_2024-06-04_17-00-28,,
190,bd6279aa-38a0-4773-8404-0e0ced06375b,ZS061_2021-04-21_17-03-09_nwb_2025-08-14_10-55-51,aind-open-data,True
191,25f241fa-7ed6-4641-b032-72eead5819bd,ecephys_691893_2023-10-06_13-48-18_sorted-curated_2024-08-29_10-11-33,,
192,4463cb73-dc7d-4f58-9736-17448d7ea4b6,behavior_717263_2024-07-24_10-40-05,aind-private-data-prod-o5171v,True
193,19b93b1d-7e71-49b0-861e-2c96b348f395,ZS062_2021-04-13_19-35-13_nwb_2025-08-14_10-55-50,aind-open-data,True
194,1d0ed8bd-6b36-4c19-a8a4-dcb757abba8b,behavior_751004_2024-12-22_13-09-11,aind-private-data-prod-o5171v,True
195,54ba9609-c8c6-4fc5-a484-0864d01aac26,ecephys_687697_2023-09-15_12-36-06,aind-ephys-data,True
196,7ca665b7-372a-499e-9ad8-579198fd9bbe,ZS059_stan_model,,
